text,duration,question,answer,speech_path,whisper_transcription
from the under surface of the clouds there are continual emissions of lurid light electric matter is in continual evolution from their component molecules the gaseous elements of the air need to be slaked with moisture for innumerable columns of water rush upwards into the air and fall back again in white foam,21.185,What causes the continual emissions of lurid light from the under surface of the clouds?,"The gaseous elements of the air need to be slaked with moisture, which leads to innumerable columns of water rushing upwards into the air and falling back again in white foam.",LibriSpeech/test-clean/260/123288/260-123288-0015.wav,
i refer to the thermometer it indicates the figure is obliterated,4.865,What does the thermometer show when the figure is obliterated?,The thermometer indicates that the figure is obliterated.,LibriSpeech/test-clean/260/123288/260-123288-0016.wav,
is the atmospheric condition having once reached this density to become final,5.225,What happens once the atmospheric conditions reach a certain density?,"The atmospheric conditions, once they reach a certain density, will become final.",LibriSpeech/test-clean/260/123288/260-123288-0017.wav,
the raft bears on still to the south east,3.245,Where does the raft bear?,The raft bears on still to the south east.,LibriSpeech/test-clean/260/123288/260-123288-0018.wav,
at noon the violence of the storm redoubles,2.955,When does the violence of the storm intensify?,The violence of the storm redoubles at noon.,LibriSpeech/test-clean/260/123288/260-123288-0019.wav,
each of us is lashed to some part of the raft,2.9,What is the state of each individual on the raft?,Each of us is lashed to some part of the raft.,LibriSpeech/test-clean/260/123288/260-123288-0020.wav,
the waves rise above our heads,2.71,What is happening to the waves in relation to us?,The waves are rising above our heads.,LibriSpeech/test-clean/260/123288/260-123288-0021.wav,
they seem to be we are lost but i am not sure,3.705,What is the uncertainty expressed in the statement?,The uncertainty expressed in the statement is not being sure about whether they are lost or not.,LibriSpeech/test-clean/260/123288/260-123288-0022.wav,
he nods his consent,2.385,How did he express his agreement?,He nods his consent.,LibriSpeech/test-clean/260/123288/260-123288-0023.wav,
the fireball half of it white half azure blue and the size of a ten inch shell moved slowly about the raft but revolving on its own axis with astonishing velocity as if whipped round by the force of the whirlwind,14.595,How would you describe the appearance and movement of the fireball on the raft? ,"The fireball appears half white and half azure blue, resembling the size of a ten inch shell. It moves slowly around the raft, but at the same time spins rapidly on its own axis, seemingly propelled by the force of the whirlwind.",LibriSpeech/test-clean/260/123288/260-123288-0024.wav,
here it comes there it glides now it is up the ragged stump of the mast thence it lightly leaps on the provision bag descends with a light bound and just skims the powder magazine horrible,13.445,How would you describe the movement of the object in the English text?,"The object comes, glides, goes up the stump of the mast, then leaps on the provision bag, descends lightly, and skims the powder magazine in a horrifying manner.",LibriSpeech/test-clean/260/123288/260-123288-0025.wav,
we shall be blown up but no the dazzling disk of mysterious light nimbly leaps aside it approaches hans who fixes his blue eye upon it steadily it threatens the head of my uncle who falls upon his knees with his head down to avoid it,16.04,What is the reaction of Hans and the narrator's uncle when the dazzling disk of mysterious light approaches them?,"Hans fixes his blue eye steadily upon it, while the narrator's uncle falls upon his knees with his head down to avoid it.",LibriSpeech/test-clean/260/123288/260-123288-0026.wav,
a suffocating smell of nitrogen fills the air it enters the throat it fills the lungs,6.305,What is the nature of the smell that can be perceived in the surrounding air?,The smell that can be perceived in the air is suffocating and gives off the scent of nitrogen.,LibriSpeech/test-clean/260/123288/260-123288-0027.wav,
we suffer stifling pains,2.61,What kind of experience do we have based on the English text provided?,We experience stifling pains.,LibriSpeech/test-clean/260/123288/260-123288-0028.wav,
and how odd the directions will look,2.165,What is being described as odd in this sentence?,The directions.,LibriSpeech/test-clean/260/123440/260-123440-0000.wav,
poor alice,1.74,Who is the subject of concern in the given English text?,Poor Alice.,LibriSpeech/test-clean/260/123440/260-123440-0001.wav,
it was the white rabbit returning splendidly dressed with a pair of white kid gloves in one hand and a large fan in the other he came trotting along in a great hurry muttering to himself as he came oh the duchess the duchess,14.715,"Who returned splendidly dressed with gloves and a fan in hand, while muttering about someone named the Duchess?","Who was the white rabbit that came trotting along in a hurry muttering about the Duchess, while holding a pair of white kid gloves in one hand and a large fan in the other?",LibriSpeech/test-clean/260/123440/260-123440-0002.wav,
oh won't she be savage if i've kept her waiting,3.585,How might someone react if they have made another person wait for a long time?,The person might become angry or furious.,LibriSpeech/test-clean/260/123440/260-123440-0003.wav,
alice took up the fan and gloves and as the hall was very hot she kept fanning herself all the time she went on talking dear dear how queer everything is to day,12.02,What did Alice do as she continued talking in the hot hall?,Alice took up the fan and gloves and kept fanning herself.,LibriSpeech/test-clean/260/123440/260-123440-0004.wav,
and yesterday things went on just as usual,3.105,How did things go yesterday?,Things went on just as usual.,LibriSpeech/test-clean/260/123440/260-123440-0005.wav,
i wonder if i've been changed in the night,2.715,Has the speaker undergone any changes?,The speaker is uncertain if any changes have occurred in them during the night.,LibriSpeech/test-clean/260/123440/260-123440-0006.wav,
i almost think i can remember feeling a little different,3.385,How does the speaker describe their current state in relation to the past?,The speaker describes feeling a little different compared to how they used to feel.,LibriSpeech/test-clean/260/123440/260-123440-0007.wav,
i'll try if i know all the things i used to know,3.745,What will the speaker do if they possess all the knowledge they used to have?,The speaker will make an attempt if they have all the knowledge they used to possess.,LibriSpeech/test-clean/260/123440/260-123440-0008.wav,
i shall never get to twenty at that rate,3.115,What is the speaker expressing in regards to their progress towards reaching the number twenty?,The speaker is expressing doubt that they will ever reach the number twenty if they continue at the current rate.,LibriSpeech/test-clean/260/123440/260-123440-0009.wav,
how cheerfully he seems to grin how neatly spread his claws and welcome little fishes in with gently smiling jaws,8.315,How does the subject of the text appear?,He appears cheerfully grinning.,LibriSpeech/test-clean/260/123440/260-123440-0010.wav,
no i've made up my mind about it if i'm mabel i'll stay down here,4.87,Have you made a decision about something?,"Yes, I've made up my mind about it.",LibriSpeech/test-clean/260/123440/260-123440-0011.wav,
it'll be no use their putting their heads down and saying come up again dear,5.245,What reaction is deemed futile and ineffective according to the text?,"Putting their heads down and saying ""come up again dear"" is seen as futile and ineffective in the given text.",LibriSpeech/test-clean/260/123440/260-123440-0012.wav,
